last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,url,address,phone,contact_form,rss_url,twitter,twitter_id,facebook,youtube,youtube_id,mastodon,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Yakym,Rudy,,,,Rudy Yakym III,2/24/1984,M,rep,IN,2,,Republican,https://yakym.house.gov,https://yakym.house.gov,349 Cannon House Office Building Washington DC 20515-1402,202-225-3915,,,RepRudyYakym,1.60567E+18,RepRudyYakym,,,,Y000067,,N00051733,,H2IN02295,,456873,210545,Rudy Yakym,,,Rudy Yakym
Zinke,Ryan,,,,Ryan K. Zinke,11/1/1961,M,rep,MT,1,,Republican,https://zinke.house.gov,https://zinke.house.gov,512 Cannon House Office Building Washington DC 20515-2600,202-225-5628,,,RepRyanZinke,,RepRyanZinke,,,,Z000018,2254,N00035616,,H4MT01041,,412640,104073,,,,Ryan Zinke
Britt,Katie,Elizabeth,,,Katie Boyd Britt,2/2/1982,F,sen,AL,,3,Republican,https://www.britt.senate.gov,https://www.britt.senate.gov,416 Russell Senate Office Building Washington DC 20510,202-224-5744,https://www.britt.senate.gov/contact/,,SenKatieBritt,,senkatiebritt,UCbrYQF8n5ftTPqn8ZNo5vYw,,,B001319,,N00048812,S416,S2AL00145,,456874,201704,Katie Britt,,,Katie Britt
Schmitt,Eric,Stephen,,,Eric Schmitt,6/20/1975,M,sen,MO,,3,Republican,https://www.schmitt.senate.gov,https://www.schmitt.senate.gov,404 Russell Senate Office Building Washington DC 20510,202-224-5721,https://www.schmitt.senate.gov/contact/,,SenEricSchmitt,,116059838031776,@senericschmitt,,,S001227,,N00048414,S420,S2MO00544,,456875,104474,Eric Schmitt,,,Eric Schmitt
Fetterman,John,Karl,,,John Fetterman,8/15/1969,M,sen,PA,,3,Democrat,https://www.fetterman.senate.gov,https://www.fetterman.senate.gov,142 Russell Senate Office Building Washington DC 20510,202-224-4254,https://www.fetterman.senate.gov/contact/,,,,SenFettermanPA,,,,F000479,,N00038201,S418,S6PA00274,,456877,166286,John Fetterman,,,John Fetterman
Strong,Dale,,,,Dale W. Strong,5/8/1970,M,rep,AL,5,,Republican,https://strong.house.gov,https://strong.house.gov,449 Cannon House Office Building Washington DC 20515-0105,202-225-4801,,,RepDaleStrong,,repdalestrong,,,,S001220,,N00048145,,H2AL05102,,456878,81485,Dale Strong,,,Dale Strong
Crane,Eli,,,,Elijah Crane,1/3/1980,M,rep,AZ,2,,Republican,https://crane.house.gov,https://crane.house.gov,307 Cannon House Office Building Washington DC 20515-0302,202-225-3361,,,RepEliCrane,1.60889E+18,100088851021670,@rep.elicrane,,,C001132,,N00048953,,H2AZ01354,,456879,205885,Eli Crane,,,Eli Crane
Ciscomani,Juan,Guadaloupe,,,Juan Ciscomani,8/30/1982,M,rep,AZ,6,,Republican,https://ciscomani.house.gov,https://ciscomani.house.gov,461 Cannon House Office Building Washington DC 20515-0306,202-225-2542,,,RepCiscomani,1.60353E+18,100089186535085,UCD329AYGX7YnMMSUaTKWHwA,,,C001133,,N00049039,,H2AZ02360,,456880,106728,Juan Ciscomani,,,Juan Ciscomani
Kiley,Kevin,Patrick,,,Kevin Kiley,1/30/1985,M,rep,CA,3,,Republican,https://kiley.house.gov,https://kiley.house.gov,2445 Rayburn House Office Building Washington DC 20515-0503,202-225-2523,https://kiley.house.gov/contact,,RepKiley,1.61036E+18,100089382125341,@repkevinkiley,,,K000401,,N00050259,,H2CA03157,,456881,169303,Kevin Kiley,,,Kevin Kiley (politician)
Mullin,Kevin,,,,Kevin Mullin,6/15/1970,M,rep,CA,15,,Democrat,https://kevinmullin.house.gov,https://kevinmullin.house.gov,1404 Longworth House Office Building Washington DC 20515-0515,202-225-3531,https://kevinmullin.house.gov/contact/,,RepKevinMullin,1.61041E+18,CongressmanKevinMullin,UCAenuXjUZagZyD4HQL7_2ZA,,,M001225,,N00049438,,H2CA14162,,456883,105586,Kevin Mullin (California),,,Kevin Mullin
Kamlager-Dove,Sydney,Kai,,,Sydney Kamlager-Dove,7/20/1972,F,rep,CA,37,,Democrat,https://kamlager-dove.house.gov,https://kamlager-dove.house.gov,144 Cannon House Office Building Washington DC 20515-0537,202-225-7084,https://kamlager-dove.house.gov/address_authentication?form=/contact/email-me,,RepKamlagerDove,,RepKamlagerDove,,,,K000400,,N00049460,,H2CA37304,,456884,178079,Sydney Kamlager-Dove,,,Sydney Kamlager-Dove
Garcia,Robert,Julio,,,Robert Garcia,12/2/1977,M,rep,CA,42,,Democrat,https://robertgarcia.house.gov,https://robertgarcia.house.gov,109 Cannon House Office Building Washington DC 20515-0542,202-225-7924,https://robertgarcia.house.gov/address_authentication?form=/contact/email-me,,RepRobertGarcia,1.60279E+18,reprobertgarcia,,,,G000598,,N00049470,,H2CA47188,,456885,29749,Robert Garcia (California),,,Robert Garcia (California congressman)
Pettersen,Brittany,Louise,,,Brittany Pettersen,12/6/1981,F,rep,CO,7,,Democrat,https://pettersen.house.gov,https://pettersen.house.gov,348 Cannon House Office Building Washington DC 20515-0607,202-225-2645,,,reppettersen,,repbrittanypettersen,,,,P000620,,N00040878,,H8CO07045,,456886,138744,,,,Brittany Pettersen
Bean,Aaron,Paul,,,Aaron Bean,1/25/1967,M,rep,FL,4,,Republican,https://bean.house.gov,https://bean.house.gov,2459 Rayburn House Office Building Washington DC 20515-0904,202-225-0123,,,RepAaronBean,1.60493E+18,100089355874563,,,,B001314,,N00051369,,H2FL04211,,456888,53932,Aaron Bean,,,Aaron Bean
Mills,Cory,,,,Cory Mills,7/30/1980,M,rep,FL,7,,Republican,https://mills.house.gov,https://mills.house.gov,346 Cannon House Office Building Washington DC 20515-0907,202-225-4035,,,RepMillsPress,,100089218152197,,,,M001216,,N00048179,,H2FL07156,,456889,209085,,,,Cory Mills
Frost,Maxwell,Alejandro,,,Maxwell Frost,1/17/1997,M,rep,FL,10,,Democrat,https://frost.house.gov,https://frost.house.gov,1224 Longworth House Office Building Washington DC 20515-0910,202-225-2176,,,RepMaxwellFrost,1.60849E+18,RepMaxwellFrost,,,,F000476,,N00049075,,H2FL10259,,456890,209096,,,,Maxwell Frost
Luna,Anna,Paulina,,,Anna Paulina Luna,5/6/1989,F,rep,FL,13,,Republican,https://luna.house.gov,https://luna.house.gov,226 Cannon House Office Building Washington DC 20515-0913,202-225-5961,,,RepLuna,1.61023E+18,,@RepLuna,,,L000596,,N00045228,,H0FL13158,,456891,191344,Anna Paulina Luna,,,Anna Paulina Luna
Lee,Laurel,Frances,,,Laurel M. Lee,3/26/1974,F,rep,FL,15,,Republican,https://laurellee.house.gov,https://laurellee.house.gov,2464 Rayburn House Office Building Washington DC 20515-0915,202-225-5626,,,RepLaurelLee,1.60823E+18,RepLaurelLee,,,,L000597,,N00051178,,H2FL15241,,456892,186114,,,,Laurel Lee
Moskowitz,Jared,Evan,,,Jared Moskowitz,12/18/1980,M,rep,FL,23,,Democrat,https://moskowitz.house.gov,https://moskowitz.house.gov,242 Cannon House Office Building Washington DC 20515-0923,202-225-3001,,,RepMoskowitz,1.61001E+18,RepMoskowitz,@RepMoskowitz,,,M001217,,N00050596,,H2FL22171,,456893,138155,,,,Jared Moskowitz
McCormick,Rich,Dean,,,Richard McCormick,10/7/1968,M,rep,GA,7,,Republican,https://mccormick.house.gov,https://mccormick.house.gov,1719 Longworth House Office Building Washington DC 20515-1007,202-225-4272,https://mccormick.house.gov/zip_authentication?form=/contact/email-me,,RepMcCormick,1.61069E+18,100089135203690,,,,M001218,,N00044520,,H0GA07273,,456894,189765,,,,Rich McCormick
Collins,Mike,Allen,Jr.,,Mike Collins,7/2/1967,M,rep,GA,10,,Republican,https://collins.house.gov,https://collins.house.gov,2351 Rayburn House Office Building Washington DC 20515-1010,202-225-4101,https://collins.house.gov/zip_authentication?form=/contact/email-me,,RepMikeCollins,1.60103E+18,RepMikeCollinsGA,,,,C001129,,N00035370,,H4GA10071,,456895,151225,,,,Mike Collins (politician)
Moylan,James (Jim),Camacho,,,James C. Moylan,7/18/1962,M,rep,GU,0,,Republican,https://moylan.house.gov,https://moylan.house.gov,228 Cannon House Office Building Washington DC 20515-5301,202-225-1188,,,JMoylanforGuam,,100089324793869,,,,M001219,,N00050604,,H2GU01031,,456896,,James Moylan,,,James Moylan
Tokuda,Jill,Naomi,,,Jill N. Tokuda,3/28/1976,F,rep,HI,2,,Democrat,https://tokuda.house.gov,https://tokuda.house.gov,1027 Longworth House Office Building Washington DC 20515-1102,202-225-4906,,,RepJillTokuda,1.61073E+18,RepJillTokuda,UCBXwZrEZWQiSXebInVuYuvw,,,T000487,,N00051049,,H2HI02581,,456897,68493,Jill Tokuda,,,Jill Tokuda
Nunn,Zachary (Zach),Martin,,,Zachary Nunn,5/4/1979,M,rep,IA,3,,Republican,https://nunn.house.gov,https://nunn.house.gov,1410 Longworth House Office Building Washington DC 20515-1503,202-225-5476,,,ZachNunn,1.61032E+18,RepZachNunn,UCHcM0qd2GQ2CbOHSGZ06rrA,,,N000193,,N00048870,,H2IA03119,,456898,151170,Zach Nunn,,,Zach Nunn
Jackson,Jonathan,Luther,,,Jonathan L. Jackson,1/7/1966,M,rep,IL,1,,Democrat,https://jonathanjackson.house.gov,https://jonathanjackson.house.gov,1632 Longworth House Office Building Washington DC 20515-1301,202-225-4372,,,,,repjackson,,,,J000309,,N00050105,,H2IL01349,,456899,204284,Jonathan Jackson (Illinois),,,Jonathan Jackson (Illinois politician)
Ramirez,Delia,Catalina,,,Delia C. Ramirez,6/2/1983,F,rep,IL,3,,Democrat,https://ramirez.house.gov,https://ramirez.house.gov,1523 Longworth House Office Building Washington DC 20515-1303,202-225-5701,,,repdeliaramirez,,Repdeliaramirez,,,,R000617,,N00049548,,H2IL03162,,456900,177128,Delia Ramirez,,,Delia Ramirez
Budzinski,Nicole (Nikki),Jai,,,Nikki Budzinski,3/11/1977,F,rep,IL,13,,Democrat,https://budzinski.house.gov,https://budzinski.house.gov,1717 Longworth House Office Building Washington DC 20515-1313,202-225-2371,,,RepNikkiB,1.60348E+18,RepNikkiBudzinski,UCp0Ykb-qUGx3ekTH9MIEK-w,,,B001315,,N00049102,,H2IL13153,,456901,204328,,,,Nikki Budzinski
Sorensen,Eric,,,,Eric Sorensen,3/18/1976,M,rep,IL,17,,Democrat,https://sorensen.house.gov,https://sorensen.house.gov,1314 Longworth House Office Building Washington DC 20515-1317,202-225-5905,,,RepEricSorensen,1.61144E+18,,,,,S001225,,N00049558,,H2IL17147,,456902,204339,,,,Eric Sorensen (politician)
Houchin,Erin,Suzanne,,,Erin Houchin,9/24/1976,F,rep,IN,9,,Republican,https://houchin.house.gov,https://houchin.house.gov,342 Cannon House Office Building Washington DC 20515-1409,202-225-5315,,,RepHouchin,1.60369E+18,RepHouchin,,,,H001093,,N00037427,,H6IN09143,,456903,149614,,,,Erin Houchin
McGarvey,Morgan,,,,Morgan McGarvey,12/23/1979,M,rep,KY,3,,Democrat,https://mcgarvey.house.gov,https://mcgarvey.house.gov,1527 Longworth House Office Building Washington DC 20515-1703,202-225-5401,,,RepMcGarvey,1.6103E+18,RepMcGarvey,,,,M001220,,N00049295,,H2KY03206,,456904,139826,,,,Morgan McGarvey
Ivey,Glenn,Frederick,,,Glenn Ivey,2/27/1961,M,rep,MD,4,,Democrat,https://ivey.house.gov,https://ivey.house.gov,1610 Longworth House Office Building Washington DC 20515-2004,202-225-8699,,,RepGlennIvey,1.61011E+18,RepGlennIvey,,,,I000058,,N00033749,,H2MD04315,,456905,166279,,,,Glenn Ivey
Scholten,Hillary,Jeanne,,,Hillary J. Scholten,2/22/1982,F,rep,MI,3,,Democrat,https://scholten.house.gov,https://scholten.house.gov,1317 Longworth House Office Building Washington DC 20515-2203,202-225-3831,,,RepScholten,,100089476625799,,,,S001221,,N00044885,,H0MI03316,,456906,191584,,,,Hillary Scholten
James,John,Edwards,,,John James,6/8/1981,M,rep,MI,10,,Republican,https://james.house.gov,https://james.house.gov,1519 Longworth House Office Building Washington DC 20515-2210,202-225-4961,,,RepJames,,RepJohnJames,@RepJohnJames,,,J000307,,N00041550,,H2MI10150,,456907,181062,John James (Michigan),,,John James (Michigan politician)
Thanedar,Shri,,,,Shri Thanedar,2/22/1955,M,rep,MI,13,,Democrat,https://thanedar.house.gov,https://thanedar.house.gov,154 Cannon House Office Building Washington DC 20515-2213,202-225-5802,,,RepShriThanedar,1.61072E+18,CongressmanShriThanedar,,,,T000488,,N00049602,,H2MI13204,,456908,182346,Shri Thanedar,,,Shri Thanedar
Alford,Mark,Allen,,,Mark Alford,10/4/1963,M,rep,MO,4,,Republican,https://alford.house.gov,https://alford.house.gov,328 Cannon House Office Building Washington DC 20515-2504,202-225-2876,,,RepMarkAlford,,100089595940547,@RepAlford,,,A000379,,N00049617,,H2MO04207,,456909,205858,,,,Mark Alford (politician)
Burlison,Eric,Wayne,,,Eric Burlison,10/2/1976,M,rep,MO,7,,Republican,https://burlison.house.gov,https://burlison.house.gov,1108 Longworth House Office Building Washington DC 20515-2507,202-225-6536,,,RepEricBurlison,1.60634E+18,100089208900263,UCuJFygzYhGiXMZHjhTQy20w,,,B001316,,N00049123,,H2MO07143,,456910,104635,Eric Burlison,,,Eric Burlison
Ezell,Mike,,,,Mike Ezell,4/6/1959,M,rep,MS,4,,Republican,https://ezell.house.gov,https://ezell.house.gov,443 Cannon House Office Building Washington DC 20515-2404,202-225-5772,,,RepEzell,1.60279E+18,repezell,UCseRXy2_n4j97lndfkQ_hAw,,,E000235,,N00048240,,H2MS04258,,456911,202526,,,,Mike Ezell
Davis,Donald,Gene,,,Donald G. Davis,8/29/1971,M,rep,NC,1,,Democrat,https://dondavis.house.gov,https://dondavis.house.gov,1123 Longworth House Office Building Washington DC 20515-3301,202-225-3101,,,RepDonDavis,,RepDonDavis,,,,D000230,,N00049636,,H2NC02287,,456912,102950,Donald Davis,,,Don Davis (North Carolina politician)
Foushee,Valerie,Jean,,,Valerie P. Foushee,5/7/1956,F,rep,NC,4,,Democrat,https://foushee.house.gov,https://foushee.house.gov,2452 Rayburn House Office Building Washington DC 20515-3304,202-225-1784,,,ValerieFoushee,1.61147E+18,RepValerieFoushee,@RepValerieFoushee,,,F000477,,N00049652,,H2NC06114,,456913,93091,,,,Valerie Foushee
Edwards,Charles (Chuck),Marion,,,Chuck Edwards,9/13/1960,M,rep,NC,11,,Republican,https://edwards.house.gov,https://edwards.house.gov,1505 Longworth House Office Building Washington DC 20515-3311,202-225-6401,,,RepEdwards,1.60275E+18,RepChuckEdwards,,,,E000246,,N00049670,,H2NC14050,,456914,166600,,,,Chuck Edwards
Kean,Thomas,Howard,Jr.,,"Thomas H. Kean, Jr.",9/5/1968,M,rep,NJ,7,,Republican,https://kean.house.gov,https://kean.house.gov,251 Cannon House Office Building Washington DC 20515-3007,202-225-5361,,,CongressmanKean,1.60742E+18,CongressmanKean,,,,K000398,,N00027502,,H0NJ07261,,456917,43250,Thomas Kean Jr.,,,Thomas Kean Jr.
Menendez,Robert,Jacobsen,Jr.,,Robert Menendez,7/12/1985,M,rep,NJ,8,,Democrat,https://menendez.house.gov,https://menendez.house.gov,2453 Rayburn House Office Building Washington DC 20515-3008,202-225-7919,,,RepMenendez,1.60347E+18,repmenendez,,,,M001226,,N00049686,,H2NJ08232,,456918,205678,Rob Menendez (New Jersey),,,Rob Menendez
Vasquez,Gabriel (Gabe),,,,Gabe Vasquez,8/3/1984,M,rep,NM,2,,Democrat,https://vasquez.house.gov,https://vasquez.house.gov,322 Cannon House Office Building Washington DC 20515-3102,202-225-2365,,,RepGabeVasquez,,100089328694464,,,,V000136,,N00049142,,H2NM02191,,456919,201740,Gabriel Vasquez,,,Gabe Vasquez
LaLota,Nicolas,Joseph,,,Nick LaLota,6/23/1978,M,rep,NY,1,,Republican,https://lalota.house.gov,https://lalota.house.gov,122 Cannon House Office Building Washington DC 20515-3201,202-225-3826,https://lalota.house.gov/contact,,RepLaLota,1.58858E+18,replalota,,,,L000598,,N00050419,,H2NY01190,,456920,191957,,,,Nick LaLota
Goldman,Dan,Sachs,,,Daniel S. Goldman,2/26/1976,M,rep,NY,10,,Democrat,https://goldman.house.gov,https://goldman.house.gov,245 Cannon House Office Building Washington DC 20515-3210,202-225-7944,https://goldman.house.gov/address_authentication?form=/contact,,RepDanGoldman,1.61002E+18,RepDanGoldman,,,,G000599,,N00051424,,H2NY10308,,456923,208627,Daniel Goldman,,,Dan Goldman
Lawler,Michael,Vincent,,,Michael Lawler,9/9/1986,M,rep,NY,17,,Republican,https://lawler.house.gov,https://lawler.house.gov,324 Cannon House Office Building Washington DC 20515-3217,202-225-6506,https://lawler.house.gov/forms/writeyourrep/?zip5=10596&zip4=,,RepMikeLawler,1.59037E+18,RepMikeLawler,@RepMikeLawler,,,L000599,,N00051208,,H2NY17162,,456924,192271,,,,Mike Lawler
Langworthy,Nicholas,A.,,,Nicholas A. Langworthy,2/27/1981,M,rep,NY,23,,Republican,https://langworthy.house.gov,https://langworthy.house.gov,422 Cannon House Office Building Washington DC 20515-3223,202-225-3161,https://langworthy.house.gov/contact,,RepLangworthy,,RepLangworthy,,,,L000600,,N00051431,,H2NY23228,,456927,208663,,,,Nick Langworthy
Landsman,Greg,John,,,Greg Landsman,12/4/1976,M,rep,OH,1,,Democrat,https://landsman.house.gov,https://landsman.house.gov,2244 Rayburn House Office Building Washington DC 20515-3501,202-225-2216,,,repgreglandsman,,RepGregLandsman,,,,L000601,,N00049718,,H2OH01194,,456928,186237,,,,Greg Landsman
Miller,Max,Leonard,,,Max L. Miller,11/13/1988,M,rep,OH,7,,Republican,https://maxmiller.house.gov,https://maxmiller.house.gov,143 Cannon House Office Building Washington DC 20515-3507,202-225-3876,,,repmaxmiller,,CongressmanMaxMiller,@RepMaxMiller,,,M001222,,N00048277,,H2OH16051,,456929,206947,,,,Max Miller (politician)
Sykes,Emilia,Strong,,,Emilia Strong Sykes,1/4/1986,F,rep,OH,13,,Democrat,https://sykes.house.gov,https://sykes.house.gov,1217 Longworth House Office Building Washington DC 20515-3513,202-225-6265,,,RepEmiliaSykes,1.61153E+18,repemiliasykes,@repemiliasykes,,,S001223,,N00050165,,H2OH13264,,456930,152164,,,,Emilia Sykes
Brecheen,Josh,Chad,,,Josh Brecheen,6/19/1979,M,rep,OK,2,,Republican,https://brecheen.house.gov,https://brecheen.house.gov,351 Cannon House Office Building Washington DC 20515-3602,202-225-2701,,,repbrecheen,,100089040632497,UCSX3nV53o-1-e0nFA6pPs2w,,,B001317,,N00051106,,H2OK02315,,456931,124973,Josh Brecheen,,,Josh Brecheen
Hoyle,Valerie,Anne,,,Val T. Hoyle,2/14/1964,F,rep,OR,4,,Democrat,https://hoyle.house.gov,https://hoyle.house.gov,1620 Longworth House Office Building Washington DC 20515-3704,202-225-6416,,,repvalhoyle,1.61287E+18,repvalhoyle,,,,H001094,,N00049734,,H2OR04095,,456932,116336,Val Hoyle,,,Val Hoyle
Salinas,Andrea,Rose,,,Andrea Salinas,12/6/1969,F,rep,OR,6,,Democrat,https://salinas.house.gov,https://salinas.house.gov,403 Cannon House Office Building Washington DC 20515-0001,202-225-5643,,,repsalinas,,RepSalinas,,,,S001226,,N00049738,,H2OR06066,,456934,178196,Andrea Salinas,,,Andrea Salinas
Lee,Summer,Lynn,,,Summer L. Lee,11/26/1987,F,rep,PA,12,,Democrat,https://summerlee.house.gov,https://summerlee.house.gov,2437 Rayburn House Office Building Washington DC 20515-3812,202-225-2135,,,RepSummerLee,,RepSummerLee,UCqQJ44qlkVxWV5N12YeacyA,,,L000602,,N00049757,,H2PA18200,,456935,179240,Summer Lee,,,Summer Lee
Deluzio,Chris,Raphael,,,Christopher R. Deluzio,7/13/1984,M,rep,PA,17,,Democrat,https://deluzio.house.gov,https://deluzio.house.gov,1222 Longworth House Office Building Washington DC 20515-3817,202-225-2301,,,RepDeluzio,1.60893E+18,RepChrisDeluzio,,,,D000530,,N00049160,,H2PA17103,,456936,202954,,,,Chris Deluzio
Magaziner,Seth,Michael,,,Seth Magaziner,7/22/1983,M,rep,RI,2,,Democrat,https://magaziner.house.gov,https://magaziner.house.gov,252 Cannon House Office Building Washington DC 20515-3902,202-225-2735,,,Rep_Magaziner,,repsethmagaziner,,,,M001223,,N00050458,,H2RI02184,,456937,154457,Seth Magaziner,,,Seth Magaziner
Fry,Russell,William,,,Russell Fry,1/31/1985,M,rep,SC,7,,Republican,https://fry.house.gov,https://fry.house.gov,345 Cannon House Office Building Washington DC 20515-4007,202-225-9895,,,RepRussellFry,1.60351E+18,reprussellfry,@reprussellfry,,,F000478,,N00049165,,H2SC07280,,456938,157265,,,,Russell Fry (politician)
Ogles,Andrew,,IV,,Andrew Ogles,6/18/1971,M,rep,TN,5,,Republican,https://ogles.house.gov,https://ogles.house.gov,151 Cannon House Office Building Washington DC 20515-4205,202-225-4311,,,repogles,,RepAndyOgles,,,,O000175,,N00050943,,H2TN05446,,456939,48673,Andy Ogles,,,Andy Ogles
Moran,Nathaniel,Quentin,,,Nathaniel Moran,7/22/1974,M,rep,TX,1,,Republican,https://moran.house.gov,https://moran.house.gov,1605 Longworth House Office Building Washington DC 20515-4301,202-225-3035,,,RepNateMoran,,RepNateMoran,@RepNateMoran,,,M001224,,N00049775,,H2TX01112,,456940,79156,Nathaniel Moran,,,Nathaniel Moran
Self,Keith,Alan,,,Keith Self,3/20/1953,M,rep,TX,3,,Republican,https://keithself.house.gov,https://keithself.house.gov,1030 Longworth House Office Building Washington DC 20515-4303,202-225-4201,,,repkeithself,,repkeithself,,,,S001224,,N00049337,,H2TX03290,,456941,97491,Keith Self,,,Keith Self
Luttrell,Morgan,Joe,,,Morgan Luttrell,11/7/1975,M,rep,TX,8,,Republican,https://luttrell.house.gov,https://luttrell.house.gov,444 Cannon House Office Building Washington DC 20515-4308,202-225-4901,,,RepLuttrell,1.60303E+18,100089328790942,,,,L000603,,N00048776,,H2TX08182,,456942,200930,,,,Morgan Luttrell
De La Cruz,Mónica,,,,Monica De La Cruz,11/11/1974,F,rep,TX,15,,Republican,https://delacruz.house.gov,https://delacruz.house.gov,1415 Longworth House Office Building Washington DC 20515-4315,202-225-9901,,,RepMonicaDLC,,RepMonicaDLC,@RepMonicaDLC,,,D000594,,N00045793,,H0TX15124,,456943,188292,Monica De La Cruz,,,Monica De La Cruz
Crockett,Jasmine,Felicia,,,Jasmine Crockett,3/29/1981,F,rep,TX,30,,Democrat,https://crockett.house.gov,https://crockett.house.gov,1616 Longworth House Office Building Washington DC 20515-4330,202-225-8885,,,RepJasmine,1.60997E+18,RepJasmine,,,,C001130,,N00049840,,H2TX30178,,456944,188486,,,,Jasmine Crockett
Casar,Gregorio,Eduardo,,,Greg Casar,5/4/1989,M,rep,TX,35,,Democrat,https://casar.house.gov,https://casar.house.gov,446 Cannon House Office Building Washington DC 20515-4335,202-225-5645,,,RepCasar,1.49951E+18,RepCasar,,,,C001131,,N00049855,,H2TX35144,,456945,161953,,,,Greg Casar
Hunt,Wesley,Parish,,,Wesley Hunt,11/13/1981,M,rep,TX,38,,Republican,https://hunt.house.gov,https://hunt.house.gov,1520 Longworth House Office Building Washington DC 20515-0001,202-225-5646,,,RepWesleyHunt,1.60275E+18,RepWesleyHunt,,,,H001095,,N00044362,,H0TX07170,,456946,188147,Wesley Hunt (Texas Congress),,,Wesley Hunt
Kiggans,Jennifer,Ann,,,Jennifer A. Kiggans,6/18/1971,F,rep,VA,2,,Republican,https://kiggans.house.gov,https://kiggans.house.gov,152 Cannon House Office Building Washington DC 20515-4602,202-225-4215,,,RepJenKiggans,,repjenkiggans,@repjenkiggans,,,K000399,,N00048315,,H2VA02064,,456947,186387,,,,Jen Kiggans
Balint,Becca,A.,,,Becca Balint,5/4/1968,F,rep,VT,0,,Democrat,https://balint.house.gov,https://balint.house.gov,1510 Longworth House Office Building Washington DC 20515-4500,202-225-4115,,,RepBeccaB,1.60612E+18,repbeccab,YouTubeChannelID,,,B001318,,N00049900,,H2VT01076,,456948,154056,Becca Balint,,,Becca Balint
Gluesenkamp Perez,Marie,,,,Marie Gluesenkamp Perez,6/6/1988,F,rep,WA,3,,Democrat,https://gluesenkampperez.house.gov,https://gluesenkampperez.house.gov,1431 Longworth House Office Building Washington DC 20515-4703,202-225-3536,,,RepMGP,1.60313E+18,RepMGP,@repmgp,,,G000600,,N00050490,,H2WA03217,,456949,207307,Marie Gluesenkamp Perez,,,Marie Gluesenkamp Perez
Van Orden,Derrick,Francis,,,Derrick Van Orden,9/15/1969,M,rep,WI,3,,Republican,https://vanorden.house.gov,https://vanorden.house.gov,1513 Longworth House Office Building Washington DC 20515-4903,202-225-5506,,,RepVanOrden,1.59878E+18,RepVanOrden,,,,V000135,,N00046843,,H0WI03175,,456950,192343,Derrick Van Orden,,,Derrick Van Orden
Hageman,Harriet,Maxine,,,Harriet M. Hageman,10/18/1962,F,rep,WY,0,,Republican,https://hageman.house.gov,https://hageman.house.gov,1227 Longworth House Office Building Washington DC 20515-5000,202-225-2311,,,RepHageman,,,@rephageman,,,H001096,,N00049197,,H2WY00166,,456951,182961,Harriet Hageman,,,Harriet Hageman
Ricketts,Pete,,,,Pete Ricketts,8/19/1964,M,sen,NE,,2,Republican,https://www.ricketts.senate.gov,https://www.ricketts.senate.gov,139 Russell Senate Office Building Washington DC 20510,202-224-4224,https://www.ricketts.senate.gov/contact/,,SenatorRicketts,,SenatorRicketts,@SenatorRicketts,,,R000618,,N00027695,S423,S6NE00129,61233,456952,57777,Pete Ricketts,,,Pete Ricketts
McClellan,Jennifer,,,,Jennifer L. McClellan,12/28/1972,F,rep,VA,4,,Democrat,https://mcclellan.house.gov,https://mcclellan.house.gov,1628 Longworth House Office Building Washington DC 20515-4604,202-225-6365,,,RepMcClellan,,,,,,M001227,,N00051961,,H4VA04066,,456953,58655,Jennifer McClellan,,,Jennifer McClellan
Amo,Gabe,,,,Gabe Amo,12/11/1987,M,rep,RI,1,,Democrat,https://amo.house.gov,https://amo.house.gov,1119 Longworth House Office Building Washington DC 20515-3901,202-225-4911,,,RepGabeAmo,,61553581414066,,,,A000380,,N00052615,,H4RI01265,,456955,,Gabe Amo,,,Gabe Amo
Maloy,Celeste,,,,Celeste Maloy,5/22/1981,F,rep,UT,2,,Republican,https://maloy.house.gov,https://maloy.house.gov,249 Cannon House Office Building Washington DC 20515-4402,202-225-9730,,,RepMaloyUtah,,61555755717517,@RepCelesteMaloy,,,M001228,,N00052817,,H4UT02296,,456956,212289,Celeste Maloy,,,Celeste Maloy
Suozzi,Thomas,R.,,,Thomas R. Suozzi,8/31/1962,M,rep,NY,3,,Democrat,https://suozzi.house.gov,https://suozzi.house.gov,203 Cannon House Office Building Washington DC 20515-3203,202-225-3335,,,reptomsuozzi,,RepTomSuozzi,,,,S001201,,N00038742,,H6NY03247,104747,412717,92111,Tom Suozzi,,21747,Tom Suozzi
Kennedy,Timothy,,,,Timothy M. Kennedy,10/20/1976,M,rep,NY,26,,Democrat,https://kennedy.house.gov,https://kennedy.house.gov,423 Cannon House Office Building Washington DC 20515-3226,202-225-3306,https://kennedy.house.gov/forms/writeyourrep/?zip5=14120&zip4=,,reptimkennedy,,reptimkennedy,@reptimkennedy,,,K000402,,N00054366,,H4NY26078,134035,456957,91670,Timothy M. Kennedy,,,Tim Kennedy (politician)
Fong,Vince,,,,Vince Fong,10/24/1979,M,rep,CA,20,,Republican,https://fong.house.gov,https://fong.house.gov,243 Cannon House Office Building Washington DC 20515-0520,202-225-2915,https://fong.house.gov/address_authentication?form=/contact/email-me,,RepVinceFong,,,,,,F000480,,N00054216,,H4CA20181,,456958,169357,Vince Fong,,,Vince Fong
